date,home_sigla,home_team,away_sigla,away_team,home_score,away_score
2019-01-25,KOR,South Korea,QAT,Qatar,0,1
2019-01-27,USA,United States,PAN,Panama,3,0
2019-01-28,IRN,Iran,JPN,Japan,0,3
2019-02-01,JPN,Japan,QAT,Qatar,1,3
2019-03-21,USA,United States,ECU,Ecuador,1,0
2019-03-22,JPN,Japan,COL,Colombia,0,1
2019-03-22,ENG,England,CZE,Czech Republic,5,0
2019-03-23,BRA,Brazil,PAN,Panama,1,1
2019-03-23,ESP,Spain,NOR,Norway,2,1
2019-03-24,NED,Netherlands,GER,Germany,2,3
2019-03-26,ALG,Algeria,TUN,Tunisia,1,0
2019-03-26,CZE,Czech Republic,BRA,Brazil,1,3
2019-03-26,KOR,South Korea,COL,Colombia,2,1
2019-03-26,MAR,Morocco,ARG,Argentina,0,1
2019-03-26,PAR,Paraguay,MEX,Mexico,2,4
2019-03-26,NOR,Norway,SWE,Sweden,3,3
2019-06-02,TUR,Turkey,UZB,Uzbekistan,2,0
2019-06-03,COL,Colombia,PAN,Panama,3,0
2019-06-05,BRA,Brazil,QAT,Qatar,2,0
2019-06-05,POR,Portugal,SUI,Switzerland,3,1
2019-06-06,ENG,England,NED,Netherlands,1,3
2019-06-07,KOR,South Korea,AUS,Australia,1,0
2019-06-07,TUN,Tunisia,IRQ,Iraq,2,0
2019-06-07,URU,Uruguay,PAN,Panama,3,0
2019-06-08,TUR,Turkey,FRA,France,2,0
2019-06-09,MEX,Mexico,ECU,Ecuador,3,2
2019-06-09,SUI,Switzerland,ENG,England,0,0
2019-06-09,POR,Portugal,NED,Netherlands,1,0
2019-06-10,ESP,Spain,SWE,Sweden,3,0
2019-06-11,BEL,Belgium,SCO,Scotland,3,0
2019-06-11,CRO,Croatia,TUN,Tunisia,1,2
2019-06-11,KOR,South Korea,IRN,Iran,1,1
2019-06-15,ARG,Argentina,COL,Colombia,0,2
2019-06-15,GHA,Ghana,RSA,South Africa,0,0
2019-06-16,PAR,Paraguay,QAT,Qatar,2,2
2019-06-16,URU,Uruguay,ECU,Ecuador,4,0
2019-06-19,COL,Colombia,QAT,Qatar,1,0
2019-06-19,ARG,Argentina,PAR,Paraguay,1,1
2019-06-19,MEX,Mexico,CAN,Canada,3,1
2019-06-20,URU,Uruguay,JPN,Japan,2,2
2019-06-23,COL,Colombia,PAR,Paraguay,1,0
2019-06-23,QAT,Qatar,ARG,Argentina,0,2
2019-06-24,CIV,Ivory Coast,RSA,South Africa,1,0
2019-06-24,ECU,Ecuador,JPN,Japan,1,1
2019-06-26,EGY,Egypt,COD,DR Congo,2,0
2019-06-26,USA,United States,PAN,Panama,1,0
2019-06-27,SEN,Senegal,ALG,Algeria,0,1
2019-06-27,BRA,Brazil,PAR,Paraguay,0,0
2019-06-28,MAR,Morocco,CIV,Ivory Coast,1,0
2019-06-29,HAI,Haiti,CAN,Canada,3,2
2019-06-30,USA,United States,CUW,Curaçao,1,0
2019-07-01,RSA,South Africa,MAR,Morocco,0,1
2019-07-02,BRA,Brazil,ARG,Argentina,2,0
2019-07-02,HAI,Haiti,MEX,Mexico,0,1
2019-07-06,EGY,Egypt,RSA,South Africa,0,1
2019-07-07,USA,United States,MEX,Mexico,0,1
2019-07-08,GHA,Ghana,TUN,Tunisia,1,1
2019-07-11,CIV,Ivory Coast,ALG,Algeria,1,1
2019-07-14,SEN,Senegal,TUN,Tunisia,1,0
2019-07-19,SEN,Senegal,ALG,Algeria,0,1
2019-08-10,JOR,Jordan,KSA,Saudi Arabia,3,0
2019-09-05,JPN,Japan,PAR,Paraguay,2,0
2019-09-06,BRA,Brazil,COL,Colombia,2,2
2019-09-06,USA,United States,MEX,Mexico,0,3
2019-09-06,GER,Germany,NED,Netherlands,2,4
2019-09-07,CUW,Curaçao,HAI,Haiti,1,0
2019-09-08,SWE,Sweden,NOR,Norway,1,1
2019-09-09,IRQ,Iraq,UZB,Uzbekistan,0,0
2019-09-09,SCO,Scotland,BEL,Belgium,0,4
2019-09-10,ARG,Argentina,MEX,Mexico,4,0
2019-09-10,CIV,Ivory Coast,TUN,Tunisia,2,1
2019-09-10,JOR,Jordan,PAR,Paraguay,2,4
2019-09-10,USA,United States,URU,Uruguay,1,1
2019-09-10,HAI,Haiti,CUW,Curaçao,1,1
2019-10-09,GER,Germany,ARG,Argentina,2,2
2019-10-10,ALG,Algeria,COD,DR Congo,1,1
2019-10-10,BRA,Brazil,SEN,Senegal,1,1
2019-10-11,CZE,Czech Republic,ENG,England,2,1
2019-10-12,NOR,Norway,ESP,Spain,1,1
2019-10-12,CIV,Ivory Coast,COD,DR Congo,3,1
2019-10-13,ECU,Ecuador,ARG,Argentina,1,6
2019-10-14,FRA,France,TUR,Turkey,1,1
2019-10-15,SWE,Sweden,ESP,Spain,1,1
2019-10-15,ALG,Algeria,COL,Colombia,3,0
2019-10-15,CAN,Canada,USA,United States,2,0
2019-10-15,MEX,Mexico,PAN,Panama,3,1
2019-11-14,GHA,Ghana,RSA,South Africa,2,0
2019-11-14,JOR,Jordan,AUS,Australia,0,1
2019-11-14,IRQ,Iraq,IRN,Iran,2,1
2019-11-14,UZB,Uzbekistan,KSA,Saudi Arabia,2,3
2019-11-15,BRA,Brazil,ARG,Argentina,0,1
2019-11-15,USA,United States,CAN,Canada,4,1
2019-11-15,PAN,Panama,MEX,Mexico,0,3
2019-11-18,ARG,Argentina,URU,Uruguay,2,2
2019-11-19,BRA,Brazil,KOR,South Korea,3,0
2019-11-19,ECU,Ecuador,COL,Colombia,0,1
2019-11-19,KSA,Saudi Arabia,PAR,Paraguay,0,0
2019-11-26,QAT,Qatar,IRQ,Iraq,1,2
2019-12-05,QAT,Qatar,KSA,Saudi Arabia,0,1
2019-12-18,KOR,South Korea,JPN,Japan,1,0
2020-09-03,GER,Germany,ESP,Spain,1,1
2020-09-04,NOR,Norway,AUT,Austria,1,2
2020-09-05,POR,Portugal,CRO,Croatia,4,1
2020-09-05,SWE,Sweden,FRA,France,0,1
2020-09-06,SUI,Switzerland,GER,Germany,1,1
2020-09-07,CZE,Czech Republic,SCO,Scotland,1,2
2020-09-08,FRA,France,CRO,Croatia,4,2
2020-09-08,SWE,Sweden,POR,Portugal,0,2
2020-10-07,GER,Germany,TUR,Turkey,3,3
2020-10-07,NED,Netherlands,MEX,Mexico,0,1
2020-10-07,POR,Portugal,ESP,Spain,0,0
2020-10-07,SUI,Switzerland,CRO,Croatia,1,2
2020-10-08,BEL,Belgium,CIV,Ivory Coast,1,1
2020-10-08,UZB,Uzbekistan,IRN,Iran,1,2
2020-10-08,ARG,Argentina,ECU,Ecuador,1,0
2020-10-09,MAR,Morocco,SEN,Senegal,3,1
2020-10-10,ESP,Spain,SUI,Switzerland,1,0
2020-10-11,BIH,Bosnia and Herzegovina,NED,Netherlands,0,0
2020-10-11,ENG,England,BEL,Belgium,2,1
2020-10-11,CRO,Croatia,SWE,Sweden,2,1
2020-10-11,FRA,France,POR,Portugal,0,0
2020-10-12,GHA,Ghana,QAT,Qatar,5,1
2020-10-13,GER,Germany,SUI,Switzerland,3,3
2020-10-13,JPN,Japan,CIV,Ivory Coast,1,0
2020-10-13,MEX,Mexico,ALG,Algeria,2,2
2020-10-13,MAR,Morocco,COD,DR Congo,1,1
2020-10-13,ECU,Ecuador,URU,Uruguay,4,2
2020-10-14,POR,Portugal,SWE,Sweden,3,0
2020-10-14,CRO,Croatia,FRA,France,1,2
2020-10-14,SCO,Scotland,CZE,Czech Republic,1,0
2020-11-11,BEL,Belgium,SUI,Switzerland,2,1
2020-11-11,GER,Germany,CZE,Czech Republic,1,0
2020-11-11,NED,Netherlands,ESP,Spain,1,1
2020-11-11,TUR,Turkey,CRO,Croatia,3,3
2020-11-12,BIH,Bosnia and Herzegovina,IRN,Iran,0,2
2020-11-12,JOR,Jordan,IRQ,Iraq,0,0
2020-11-12,ARG,Argentina,PAR,Paraguay,1,1
2020-11-13,JPN,Japan,PAN,Panama,1,0
2020-11-13,COL,Colombia,URU,Uruguay,0,3
2020-11-14,POR,Portugal,FRA,France,0,1
2020-11-14,SWE,Sweden,CRO,Croatia,2,1
2020-11-14,SUI,Switzerland,ESP,Spain,1,1
2020-11-14,MEX,Mexico,KOR,South Korea,3,2
2020-11-15,NED,Netherlands,BIH,Bosnia and Herzegovina,3,1
2020-11-15,BEL,Belgium,ENG,England,2,0
2020-11-16,USA,United States,PAN,Panama,6,2
2020-11-17,CRO,Croatia,POR,Portugal,2,3
2020-11-17,FRA,France,SWE,Sweden,4,2
2020-11-17,ESP,Spain,GER,Germany,6,0
2020-11-17,JPN,Japan,MEX,Mexico,0,2
2020-11-17,KOR,South Korea,QAT,Qatar,2,1
2020-11-17,UZB,Uzbekistan,IRQ,Iraq,1,2
2020-11-17,ECU,Ecuador,COL,Colombia,6,1
2020-11-17,URU,Uruguay,BRA,Brazil,0,2
2020-11-18,AUT,Austria,NOR,Norway,1,1
2021-02-15,JOR,Jordan,UZB,Uzbekistan,0,2
2021-03-24,TUR,Turkey,NED,Netherlands,4,2
2021-03-25,JPN,Japan,KOR,South Korea,3,0
2021-03-25,SCO,Scotland,AUT,Austria,2,2
2021-03-25,RSA,South Africa,GHA,Ghana,1,1
2021-03-27,CZE,Czech Republic,BEL,Belgium,1,1
2021-03-27,NOR,Norway,TUR,Turkey,0,3
2021-03-29,UZB,Uzbekistan,IRQ,Iraq,0,1
2021-03-31,BIH,Bosnia and Herzegovina,FRA,France,0,1
2021-05-30,SUI,Switzerland,USA,United States,2,1
2021-06-02,ENG,England,AUT,Austria,1,0
2021-06-02,NED,Netherlands,SCO,Scotland,2,2
2021-06-03,URU,Uruguay,PAR,Paraguay,0,0
2021-06-04,ESP,Spain,POR,Portugal,0,0
2021-06-04,BRA,Brazil,ECU,Ecuador,2,0
2021-06-05,TUN,Tunisia,COD,DR Congo,1,0
2021-06-06,BEL,Belgium,CRO,Croatia,1,0
2021-06-06,USA,United States,MEX,Mexico,3,2
2021-06-08,MAR,Morocco,GHA,Ghana,1,0
2021-06-08,SEN,Senegal,CPV,Cape Verde,2,0
2021-06-08,COL,Colombia,ARG,Argentina,2,2
2021-06-08,PAR,Paraguay,BRA,Brazil,0,2
2021-06-11,TUN,Tunisia,ALG,Algeria,0,2
2021-06-12,HAI,Haiti,CAN,Canada,0,1
2021-06-12,PAN,Panama,CUW,Curaçao,2,1
2021-06-12,GHA,Ghana,CIV,Ivory Coast,0,0
2021-06-13,ENG,England,CRO,Croatia,1,0
2021-06-13,COL,Colombia,ECU,Ecuador,1,0
2021-06-14,SCO,Scotland,CZE,Czech Republic,0,2
2021-06-14,ESP,Spain,SWE,Sweden,0,0
2021-06-15,AUS,Australia,JOR,Jordan,1,0
2021-06-15,IRN,Iran,IRQ,Iraq,1,0
2021-06-15,KSA,Saudi Arabia,UZB,Uzbekistan,3,0
2021-06-15,CAN,Canada,HAI,Haiti,3,0
2021-06-15,CUW,Curaçao,PAN,Panama,0,0
2021-06-15,GER,Germany,FRA,France,0,1
2021-06-17,NED,Netherlands,AUT,Austria,2,0
2021-06-18,CRO,Croatia,CZE,Czech Republic,1,1
2021-06-18,ENG,England,SCO,Scotland,0,0
2021-06-18,ARG,Argentina,URU,Uruguay,1,0
2021-06-19,GER,Germany,POR,Portugal,4,2
2021-06-20,SUI,Switzerland,TUR,Turkey,3,1
2021-06-21,ARG,Argentina,PAR,Paraguay,1,0
2021-06-22,SCO,Scotland,CRO,Croatia,1,3
2021-06-22,ENG,England,CZE,Czech Republic,1,0
2021-06-23,POR,Portugal,FRA,France,2,2
2021-06-23,BRA,Brazil,COL,Colombia,2,1
2021-06-27,NED,Netherlands,CZE,Czech Republic,0,2
2021-06-27,BEL,Belgium,POR,Portugal,1,0
2021-06-27,BRA,Brazil,ECU,Ecuador,1,1
2021-06-28,CRO,Croatia,ESP,Spain,3,5
2021-06-28,FRA,France,SUI,Switzerland,3,3
2021-06-28,URU,Uruguay,PAR,Paraguay,1,0
2021-06-29,ENG,England,GER,Germany,2,0
2021-06-30,MEX,Mexico,PAN,Panama,3,0
2021-07-02,SUI,Switzerland,ESP,Spain,1,1
2021-07-03,URU,Uruguay,COL,Colombia,0,0
2021-07-03,ARG,Argentina,ECU,Ecuador,3,0
2021-07-06,ARG,Argentina,COL,Colombia,1,1
2021-07-10,BRA,Brazil,ARG,Argentina,0,1
2021-07-11,USA,United States,HAI,Haiti,1,0
2021-07-13,QAT,Qatar,PAN,Panama,3,3
2021-07-15,HAI,Haiti,CAN,Canada,1,4
2021-07-18,RSA,South Africa,SEN,Senegal,0,0
2021-07-18,USA,United States,CAN,Canada,1,0
2021-07-29,MEX,Mexico,CAN,Canada,2,1
2021-07-29,USA,United States,QAT,Qatar,1,0
2021-08-01,USA,United States,MEX,Mexico,1,0
2021-09-01,FRA,France,BIH,Bosnia and Herzegovina,1,1
2021-09-01,NOR,Norway,NED,Netherlands,1,1
2021-09-02,KOR,South Korea,IRQ,Iraq,0,0
2021-09-02,SWE,Sweden,ESP,Spain,2,1
2021-09-02,ECU,Ecuador,PAR,Paraguay,2,0
2021-09-04,HAI,Haiti,JOR,Jordan,2,0
2021-09-04,QAT,Qatar,POR,Portugal,1,3
2021-09-05,SWE,Sweden,UZB,Uzbekistan,2,1
2021-09-05,BEL,Belgium,CZE,Czech Republic,3,0
2021-09-05,PAR,Paraguay,COL,Colombia,1,1
2021-09-05,USA,United States,CAN,Canada,1,1
2021-09-06,RSA,South Africa,GHA,Ghana,1,0
2021-09-07,IRQ,Iraq,IRN,Iran,0,3
2021-09-07,AUT,Austria,SCO,Scotland,0,1
2021-09-07,NED,Netherlands,TUR,Turkey,6,1
2021-09-08,PAN,Panama,MEX,Mexico,1,1
2021-09-09,URU,Uruguay,ECU,Ecuador,1,0
2021-10-07,KSA,Saudi Arabia,JPN,Japan,1,0
2021-10-07,MEX,Mexico,CAN,Canada,1,1
2021-10-07,PAR,Paraguay,ARG,Argentina,0,0
2021-10-07,URU,Uruguay,COL,Colombia,0,0
2021-10-07,BEL,Belgium,FRA,France,2,3
2021-10-08,TUR,Turkey,NOR,Norway,1,1
2021-10-09,CUW,Curaçao,NZL,New Zealand,1,2
2021-10-09,POR,Portugal,QAT,Qatar,3,0
2021-10-10,PAN,Panama,USA,United States,1,0
2021-10-10,COL,Colombia,BRA,Brazil,0,0
2021-10-10,ARG,Argentina,URU,Uruguay,3,0
2021-10-10,ESP,Spain,FRA,France,1,2
2021-10-12,IRN,Iran,KOR,South Korea,1,1
2021-10-12,JPN,Japan,AUS,Australia,2,1
2021-10-12,JOR,Jordan,UZB,Uzbekistan,3,0
2021-10-13,CAN,Canada,PAN,Panama,4,1
2021-10-14,COL,Colombia,ECU,Ecuador,0,0
2021-10-14,BRA,Brazil,URU,Uruguay,4,1
2021-10-27,MEX,Mexico,ECU,Ecuador,2,3
2021-11-11,AUS,Australia,KSA,Saudi Arabia,0,0
2021-11-11,BRA,Brazil,COL,Colombia,1,0
2021-11-12,USA,United States,MEX,Mexico,2,0
2021-11-12,URU,Uruguay,ARG,Argentina,0,1
2021-11-14,GHA,Ghana,RSA,South Africa,1,0
2021-11-14,ESP,Spain,SWE,Sweden,1,0
2021-11-16,IRQ,Iraq,KOR,South Korea,0,3
2021-11-16,CAN,Canada,MEX,Mexico,2,1
2021-11-16,NED,Netherlands,NOR,Norway,2,0
2021-11-16,COL,Colombia,PAR,Paraguay,0,0
2021-11-16,ARG,Argentina,BRA,Brazil,0,0
2021-12-01,KSA,Saudi Arabia,JOR,Jordan,0,1
2021-12-04,JOR,Jordan,MAR,Morocco,0,4
2021-12-06,QAT,Qatar,IRQ,Iraq,3,0
2021-12-07,MAR,Morocco,KSA,Saudi Arabia,1,0
2021-12-07,ALG,Algeria,EGY,Egypt,1,1
2021-12-11,EGY,Egypt,JOR,Jordan,3,1
2021-12-11,MAR,Morocco,ALG,Algeria,2,2
2021-12-15,TUN,Tunisia,EGY,Egypt,1,0
2021-12-15,QAT,Qatar,ALG,Algeria,1,2
2021-12-18,QAT,Qatar,EGY,Egypt,0,0
2021-12-18,TUN,Tunisia,ALG,Algeria,0,2
2021-12-18,USA,United States,BIH,Bosnia and Herzegovina,1,0
2022-01-05,ALG,Algeria,GHA,Ghana,3,0
2022-01-10,MAR,Morocco,GHA,Ghana,1,0
2022-01-20,CIV,Ivory Coast,ALG,Algeria,3,1
2022-01-25,SEN,Senegal,CPV,Cape Verde,2,0
2022-01-26,CIV,Ivory Coast,EGY,Egypt,0,0
2022-01-27,IRN,Iran,IRQ,Iraq,1,0
2022-01-27,ECU,Ecuador,BRA,Brazil,1,1
2022-01-27,PAR,Paraguay,URU,Uruguay,0,1
2022-01-28,JOR,Jordan,NZL,New Zealand,3,1
2022-01-30,EGY,Egypt,MAR,Morocco,2,1
2022-01-30,CAN,Canada,USA,United States,2,0
2022-02-01,JPN,Japan,KSA,Saudi Arabia,2,0
2022-02-01,ARG,Argentina,COL,Colombia,1,0
2022-02-01,BRA,Brazil,PAR,Paraguay,4,0
2022-02-02,MEX,Mexico,PAN,Panama,1,0
2022-02-06,SEN,Senegal,EGY,Egypt,0,0
2022-03-24,MEX,Mexico,USA,United States,0,0
2022-03-24,KOR,South Korea,IRN,Iran,2,0
2022-03-24,AUS,Australia,JPN,Japan,0,2
2022-03-24,PAR,Paraguay,ECU,Ecuador,3,1
2022-03-24,POR,Portugal,TUR,Turkey,3,1
2022-03-24,SWE,Sweden,CZE,Czech Republic,1,0
2022-03-25,COD,DR Congo,MAR,Morocco,1,1
2022-03-25,EGY,Egypt,SEN,Senegal,1,0
2022-03-25,FRA,France,CIV,Ivory Coast,2,1
2022-03-26,ENG,England,SUI,Switzerland,2,1
2022-03-27,USA,United States,PAN,Panama,5,1
2022-03-29,MAR,Morocco,COD,DR Congo,4,1
2022-03-29,SEN,Senegal,EGY,Egypt,1,0
2022-03-29,KSA,Saudi Arabia,AUS,Australia,1,0
2022-03-29,ECU,Ecuador,ARG,Argentina,1,1
2022-03-29,AUT,Austria,SCO,Scotland,2,2
2022-03-29,ENG,England,CIV,Ivory Coast,3,0
2022-03-29,FRA,France,RSA,South Africa,5,0
2022-03-29,NED,Netherlands,GER,Germany,1,1
2022-03-30,PAN,Panama,CAN,Canada,1,0
2022-06-01,AUS,Australia,JOR,Jordan,2,1
2022-06-01,USA,United States,MAR,Morocco,3,0
2022-06-02,CZE,Czech Republic,SUI,Switzerland,2,1
2022-06-02,ESP,Spain,POR,Portugal,1,1
2022-06-02,JPN,Japan,PAR,Paraguay,4,1
2022-06-02,KOR,South Korea,BRA,Brazil,1,5
2022-06-02,MEX,Mexico,URU,Uruguay,0,3
2022-06-03,CRO,Croatia,AUT,Austria,0,3
2022-06-03,BEL,Belgium,NED,Netherlands,1,4
2022-06-05,POR,Portugal,SUI,Switzerland,4,0
2022-06-05,CZE,Czech Republic,ESP,Spain,2,2
2022-06-05,SWE,Sweden,NOR,Norway,1,2
2022-06-05,MEX,Mexico,ECU,Ecuador,0,0
2022-06-05,KSA,Saudi Arabia,COL,Colombia,0,1
2022-06-05,USA,United States,URU,Uruguay,0,0
2022-06-06,CRO,Croatia,FRA,France,1,1
2022-06-06,JPN,Japan,BRA,Brazil,0,1
2022-06-07,GER,Germany,ENG,England,1,1
2022-06-09,MAR,Morocco,RSA,South Africa,2,1
2022-06-09,CAN,Canada,CUW,Curaçao,4,0
2022-06-09,POR,Portugal,CZE,Czech Republic,2,0
2022-06-09,SUI,Switzerland,ESP,Spain,0,1
2022-06-10,AUT,Austria,FRA,France,1,1
2022-06-10,KOR,South Korea,PAR,Paraguay,2,2
2022-06-10,JPN,Japan,GHA,Ghana,4,1
2022-06-11,ECU,Ecuador,CPV,Cape Verde,1,0
2022-06-11,URU,Uruguay,PAN,Panama,5,0
2022-06-12,ESP,Spain,CZE,Czech Republic,2,0
2022-06-12,SUI,Switzerland,POR,Portugal,1,0
2022-06-12,NOR,Norway,SWE,Sweden,3,2
2022-06-12,IRN,Iran,ALG,Algeria,1,2
2022-06-13,FRA,France,CRO,Croatia,0,1
2022-06-14,JPN,Japan,TUN,Tunisia,0,3
2022-06-14,KOR,South Korea,EGY,Egypt,4,1
2022-07-27,JPN,Japan,KOR,South Korea,3,0
2022-08-31,MEX,Mexico,PAR,Paraguay,0,1
2022-09-22,AUS,Australia,NZL,New Zealand,1,0
2022-09-22,FRA,France,AUT,Austria,2,0
2022-09-23,JPN,Japan,USA,United States,2,0
2022-09-23,BRA,Brazil,GHA,Ghana,3,0
2022-09-23,CAN,Canada,QAT,Qatar,2,0
2022-09-23,IRN,Iran,URU,Uruguay,1,0
2022-09-23,KSA,Saudi Arabia,ECU,Ecuador,0,0
2022-09-24,CZE,Czech Republic,POR,Portugal,0,4
2022-09-24,ESP,Spain,SUI,Switzerland,1,2
2022-09-25,NZL,New Zealand,AUS,Australia,0,2
2022-09-25,AUT,Austria,CRO,Croatia,1,3
2022-09-25,NED,Netherlands,BEL,Belgium,1,0
2022-09-26,ENG,England,GER,Germany,3,3
2022-09-27,BRA,Brazil,TUN,Tunisia,5,1
2022-09-27,CAN,Canada,URU,Uruguay,0,2
2022-09-27,ECU,Ecuador,JPN,Japan,0,0
2022-09-27,IRN,Iran,SEN,Senegal,1,1
2022-09-27,MEX,Mexico,COL,Colombia,2,3
2022-09-27,PAR,Paraguay,MAR,Morocco,0,0
2022-09-27,KSA,Saudi Arabia,USA,United States,0,0
2022-09-27,POR,Portugal,ESP,Spain,0,1
2022-09-27,SUI,Switzerland,CZE,Czech Republic,2,1
2022-11-07,QAT,Qatar,PAN,Panama,2,1
2022-11-09,MEX,Mexico,IRQ,Iraq,4,0
2022-11-10,KSA,Saudi Arabia,PAN,Panama,1,1
2022-11-12,IRQ,Iraq,ECU,Ecuador,0,0
2022-11-16,IRN,Iran,TUN,Tunisia,0,2
2022-11-16,MEX,Mexico,SWE,Sweden,1,2
2022-11-16,KSA,Saudi Arabia,CRO,Croatia,0,1
2022-11-16,TUR,Turkey,SCO,Scotland,2,1
2022-11-17,JPN,Japan,CAN,Canada,1,2
2022-11-17,JOR,Jordan,ESP,Spain,1,3
2022-11-17,SUI,Switzerland,GHA,Ghana,0,2
2022-11-18,EGY,Egypt,BEL,Belgium,2,1
2022-11-19,COL,Colombia,PAR,Paraguay,2,0
2022-11-19,SWE,Sweden,ALG,Algeria,2,0
2022-11-19,TUR,Turkey,CZE,Czech Republic,2,1
2022-11-20,QAT,Qatar,ECU,Ecuador,0,2
2022-11-21,SEN,Senegal,NED,Netherlands,0,2
2022-11-21,ENG,England,IRN,Iran,6,2
2022-11-22,ARG,Argentina,KSA,Saudi Arabia,1,2
2022-11-22,FRA,France,AUS,Australia,4,1
2022-11-23,GER,Germany,JPN,Japan,1,2
2022-11-23,MAR,Morocco,CRO,Croatia,0,0
2022-11-23,BEL,Belgium,CAN,Canada,1,0
2022-11-24,URU,Uruguay,KOR,South Korea,0,0
2022-11-24,POR,Portugal,GHA,Ghana,3,2
2022-11-25,QAT,Qatar,SEN,Senegal,1,3
2022-11-25,NED,Netherlands,ECU,Ecuador,1,1
2022-11-25,ENG,England,USA,United States,0,0
2022-11-26,ARG,Argentina,MEX,Mexico,2,0
2022-11-26,TUN,Tunisia,AUS,Australia,0,1
2022-11-27,ESP,Spain,GER,Germany,1,1
2022-11-27,BEL,Belgium,MAR,Morocco,0,2
2022-11-27,CRO,Croatia,CAN,Canada,4,1
2022-11-28,BRA,Brazil,SUI,Switzerland,1,0
2022-11-28,KOR,South Korea,GHA,Ghana,2,3
2022-11-28,POR,Portugal,URU,Uruguay,2,0
2022-11-29,ECU,Ecuador,SEN,Senegal,1,2
2022-11-29,QAT,Qatar,NED,Netherlands,0,2
2022-11-29,IRN,Iran,USA,United States,0,1
2022-11-30,KSA,Saudi Arabia,MEX,Mexico,1,2
2022-11-30,TUN,Tunisia,FRA,France,1,0
2022-12-01,JPN,Japan,ESP,Spain,2,1
2022-12-01,CRO,Croatia,BEL,Belgium,0,0
2022-12-01,CAN,Canada,MAR,Morocco,1,2
2022-12-02,GHA,Ghana,URU,Uruguay,0,2
2022-12-02,KOR,South Korea,POR,Portugal,2,1
2022-12-03,NED,Netherlands,USA,United States,3,1
2022-12-03,ARG,Argentina,AUS,Australia,2,1
2022-12-04,ENG,England,SEN,Senegal,3,0
2022-12-05,JPN,Japan,CRO,Croatia,1,1
2022-12-05,BRA,Brazil,KOR,South Korea,4,1
2022-12-06,MAR,Morocco,ESP,Spain,0,0
2022-12-06,POR,Portugal,SUI,Switzerland,6,1
2022-12-09,CRO,Croatia,BRA,Brazil,1,1
2022-12-09,NED,Netherlands,ARG,Argentina,2,2
2022-12-10,MAR,Morocco,POR,Portugal,1,0
2022-12-10,ENG,England,FRA,France,1,2
2022-12-13,ARG,Argentina,CRO,Croatia,3,0
2022-12-14,FRA,France,MAR,Morocco,2,0
2022-12-17,CRO,Croatia,MAR,Morocco,2,1
2022-12-18,ARG,Argentina,FRA,France,3,3
2023-01-09,IRQ,Iraq,KSA,Saudi Arabia,2,0
2023-01-16,IRQ,Iraq,QAT,Qatar,2,1
2023-01-28,USA,United States,COL,Colombia,0,0
2023-03-23,ARG,Argentina,PAN,Panama,2,0
2023-03-24,AUS,Australia,ECU,Ecuador,3,1
2023-03-24,JPN,Japan,URU,Uruguay,1,1
2023-03-24,KOR,South Korea,COL,Colombia,2,2
2023-03-24,FRA,France,NED,Netherlands,4,0
2023-03-24,SWE,Sweden,BEL,Belgium,0,3
2023-03-25,MAR,Morocco,BRA,Brazil,2,1
2023-03-25,ESP,Spain,NOR,Norway,3,0
2023-03-25,CUW,Curaçao,CAN,Canada,0,2
2023-03-28,ARG,Argentina,CUW,Curaçao,7,0
2023-03-28,AUS,Australia,ECU,Ecuador,1,2
2023-03-28,GER,Germany,BEL,Belgium,2,3
2023-03-28,JPN,Japan,COL,Colombia,1,2
2023-03-28,KOR,South Korea,URU,Uruguay,1,2
2023-03-28,SCO,Scotland,ESP,Spain,2,0
2023-03-28,TUR,Turkey,CRO,Croatia,0,2
2023-04-19,USA,United States,MEX,Mexico,1,1
2023-06-12,MAR,Morocco,CPV,Cape Verde,0,0
2023-06-14,NED,Netherlands,CRO,Croatia,2,4
2023-06-15,PAN,Panama,CAN,Canada,0,2
2023-06-15,USA,United States,MEX,Mexico,3,0
2023-06-15,ARG,Argentina,AUS,Australia,2,0
2023-06-16,COL,Colombia,IRQ,Iraq,1,0
2023-06-16,SWE,Sweden,NZL,New Zealand,4,1
2023-06-17,NOR,Norway,SCO,Scotland,1,2
2023-06-17,BEL,Belgium,AUT,Austria,1,1
2023-06-17,POR,Portugal,BIH,Bosnia and Herzegovina,3,0
2023-06-17,RSA,South Africa,MAR,Morocco,2,1
2023-06-18,PAN,Panama,MEX,Mexico,0,1
2023-06-18,USA,United States,CAN,Canada,2,0
2023-06-18,CRO,Croatia,ESP,Spain,0,0
2023-06-20,ALG,Algeria,TUN,Tunisia,1,1
2023-06-20,BRA,Brazil,SEN,Senegal,2,4
2023-06-20,GER,Germany,COL,Colombia,0,2
2023-06-20,AUT,Austria,SWE,Sweden,2,0
2023-06-20,UZB,Uzbekistan,IRN,Iran,0,1
2023-06-25,HAI,Haiti,QAT,Qatar,2,1
2023-06-29,HAI,Haiti,MEX,Mexico,1,3
2023-07-02,MEX,Mexico,QAT,Qatar,0,1
2023-07-08,PAN,Panama,QAT,Qatar,4,0
2023-07-09,USA,United States,CAN,Canada,2,2
2023-07-12,USA,United States,PAN,Panama,1,1
2023-07-16,MEX,Mexico,PAN,Panama,1,0
2023-09-07,ARG,Argentina,ECU,Ecuador,1,0
2023-09-07,NOR,Norway,JOR,Jordan,6,0
2023-09-09,GER,Germany,JPN,Japan,1,4
